3,1,2.55,297.53,121.19,605.50,1.00,-1,-1
3,2,1294.60,461.03,69.33,197.27,1.00,-1,-1
3,3,116.85,514.85,76.77,230.60,1.00,-1,-1
3,4,1672.67,390.21,167.20,340.18,1.00,-1,-1
3,5,1255.57,535.39,61.53,121.31,1.00,-1,-1
3,6,262.52,458.87,99.52,243.79,1.00,-1,-1
3,7,1773.30,434.44,98.34,287.85,1.00,-1,-1
4,1,4.36,275.80,126.12,628.28,1.00,-1,-1
4,2,1294.99,459.61,69.56,198.89,1.00,-1,-1
4,3,116.38,502.21,81.74,245.00,1.00,-1,-1
4,4,1688.30,391.07,167.70,339.49,1.00,-1,-1
4,5,1255.64,533.93,61.53,122.29,1.00,-1,-1
4,6,262.65,459.32,99.50,244.24,1.00,-1,-1
4,8,1878.62,379.40,40.56,207.03,1.00,-1,-1
5,1,5.57,253.76,131.11,650.51,1.00,-1,-1
5,2,1296.24,459.71,69.67,200.46,1.00,-1,-1
5,3,116.48,505.84,81.14,241.99,1.00,-1,-1
5,4,1694.26,390.35,169.26,341.40,1.00,-1,-1
5,5,1255.52,529.10,64.27,130.03,1.00,-1,-1
5,6,261.48,459.24,100.23,246.38,1.00,-1,-1
5,8,1876.95,368.96,42.65,217.79,1.00,-1,-1
6,1,9.00,242.06,134.56,662.00,1.00,-1,-1
6,2,1297.57,462.24,68.31,197.69,1.00,-1,-1
6,3,116.61,506.07,81.54,241.89,1.00,-1,-1
6,4,1694.85,390.35,170.37,342.90,1.00,-1,-1
6,5,1259.29,533.45,62.33,128.35,1.00,-1,-1
6,6,260.40,458.69,101.08,249.11,1.00,-1,-1
6,8,1876.28,364.91,43.39,221.64,1.00,-1,-1
7,1,8.31,234.76,136.94,669.17,1.00,-1,-1
7,2,1316.77,471.09,60.80,175.87,1.00,-1,-1
7,3,115.47,506.71,81.95,241.78,1.00,-1,-1
7,4,1685.66,389.56,169.81,343.99,1.00,-1,-1
7,5,1263.62,536.24,60.53,127.28,1.00,-1,-1
7,6,263.39,457.90,100.43,249.13,1.00,-1,-1
7,8,1875.44,363.25,43.91,224.14,1.00,-1,-1
8,1,9.54,229.35,139.29,674.05,1.00,-1,-1
8,2,1310.75,459.88,69.17,198.80,1.00,-1,-1
8,3,116.12,506.16,82.47,242.25,1.00,-1,-1
8,4,1682.12,390.42,167.90,343.26,1.00,-1,-1
8,6,269.28,457.75,98.06,246.85,1.00,-1,-1
8,8,1874.08,359.59,45.00,229.34,1.00,-1,-1
9,1,10.25,224.49,141.83,678.96,1.00,-1,-1
9,2,1312.85,460.39,69.22,197.10,1.00,-1,-1
9,3,116.06,505.66,82.62,242.35,1.00,-1,-1
9,4,1682.98,392.52,168.31,346.43,1.00,-1,-1
9,5,1268.52,536.71,58.87,126.68,1.00,-1,-1
9,6,273.47,457.46,95.75,245.21,1.00,-1,-1
9,8,1872.98,359.66,45.45,230.62,1.00,-1,-1
10,1,11.59,225.45,143.53,677.91,1.00,-1,-1
10,2,1312.18,457.87,70.99,200.24,1.00,-1,-1
10,3,114.84,503.86,83.04,244.03,1.00,-1,-1
10,4,1681.14,393.13,168.78,349.25,1.00,-1,-1
10,6,277.24,458.01,93.01,242.81,1.00,-1,-1
10,7,1862.21,366.34,75.62,232.95,1.00,-1,-1
10,8,1871.50,360.18,46.32,233.55,1.00,-1,-1
11,1,13.22,227.27,145.42,675.86,1.00,-1,-1
11,2,1312.15,458.31,71.91,201.02,1.00,-1,-1
11,3,114.88,503.41,82.96,244.26,1.00,-1,-1
11,4,1674.93,391.99,167.32,350.96,1.00,-1,-1
11,6,278.31,458.19,91.11,241.66,1.00,-1,-1
11,7,1866.26,363.06,72.83,235.52,1.00,-1,-1
11,8,1869.35,359.92,47.63,237.80,1.00,-1,-1
11,13,1342.24,481.92,47.99,167.52,1.00,-1,-1
12,1,15.11,226.96,148.44,676.97,1.00,-1,-1
12,2,1310.05,455.20,74.53,206.13,1.00,-1,-1
12,3,112.90,498.67,84.16,248.96,1.00,-1,-1
12,4,1675.42,390.61,167.23,353.37,1.00,-1,-1
12,6,282.82,458.53,88.63,240.28,1.00,-1,-1
12,8,1866.75,357.82,50.39,249.75,1.00,-1,-1
12,13,1336.07,470.29,53.22,186.09,1.00,-1,-1
13,1,16.67,230.26,154.82,692.00,1.00,-1,-1
13,2,1311.57,457.88,74.43,204.23,1.00,-1,-1
13,3,111.08,492.22,85.88,255.45,1.00,-1,-1
13,4,1675.24,385.02,169.37,359.61,1.00,-1,-1
13,6,286.20,462.54,86.20,237.01,1.00,-1,-1
13,8,1862.79,357.08,55.24,273.06,1.00,-1,-1
14,1,17.30,233.53,158.21,692.67,1.00,-1,-1
14,2,1314.95,461.60,73.25,200.20,1.00,-1,-1
14,3,110.19,487.61,86.65,259.80,1.00,-1,-1
14,4,1672.96,382.50,169.18,362.63,1.00,-1,-1
14,6,291.62,463.54,85.40,238.37,1.00,-1,-1
14,8,1860.16,356.02,58.84,291.02,1.00,-1,-1
15,1,18.04,233.98,160.96,689.41,1.00,-1,-1
15,2,1318.75,460.22,73.57,201.05,1.00,-1,-1
15,3,108.09,486.29,88.11,263.56,1.00,-1,-1
15,4,1671.45,379.63,168.75,364.30,1.00,-1,-1
15,5,1284.72,541.19,55.27,121.89,1.00,-1,-1
15,6,299.17,469.56,82.67,233.14,1.00,-1,-1
15,8,1858.00,353.14,63.25,315.75,1.00,-1,-1
15,13,1293.12,458.31,57.53,203.68,1.00,-1,-1
15,15,1880.47,343.46,39.67,329.63,1.00,-1,-1
16,1,18.52,233.69,163.74,685.79,1.00,-1,-1
16,2,1320.31,462.70,73.21,199.69,1.00,-1,-1
16,4,1667.49,378.78,166.81,364.94,1.00,-1,-1
16,5,1287.05,541.74,54.63,122.78,1.00,-1,-1
16,6,301.23,467.02,82.99,234.43,1.00,-1,-1
16,8,1857.09,350.18,64.99,327.30,1.00,-1,-1
16,13,1290.78,458.74,57.71,205.15,1.00,-1,-1
16,15,1879.57,337.42,41.21,343.49,1.00,-1,-1
16,16,1806.73,443.58,60.16,172.77,1.00,-1,-1
17,1,19.39,233.46,166.40,680.57,1.00,-1,-1
17,2,1319.10,464.71,71.71,197.41,1.00,-1,-1
17,4,1667.12,377.36,167.00,367.37,1.00,-1,-1
17,5,1288.20,542.44,53.34,122.61,1.00,-1,-1
17,6,304.20,467.91,83.11,233.79,1.00,-1,-1
17,8,1856.08,346.59,66.31,336.96,1.00,-1,-1
17,13,1288.98,459.02,56.94,204.50,1.00,-1,-1
17,16,1808.50,443.72,59.56,171.72,1.00,-1,-1
18,1,21.58,232.65,170.28,677.87,1.00,-1,-1
18,2,1326.03,466.09,71.17,195.79,1.00,-1,-1
18,4,1661.33,376.04,168.22,372.00,1.00,-1,-1
18,5,1289.25,542.16,52.10,122.79,1.00,-1,-1
18,6,309.36,473.50,82.81,230.20,1.00,-1,-1
18,8,1852.37,342.40,73.35,380.72,1.00,-1,-1
18,13,1309.21,462.55,55.09,198.55,1.00,-1,-1
18,16,1809.53,442.71,60.50,174.77,1.00,-1,-1
19,1,23.79,230.73,175.21,677.48,1.00,-1,-1
19,2,1329.38,465.26,71.40,195.94,1.00,-1,-1
19,4,1647.22,374.69,165.24,374.30,1.00,-1,-1
19,5,1291.24,543.73,50.07,119.94,1.00,-1,-1
19,6,311.03,473.65,84.45,231.27,1.00,-1,-1
19,8,1851.73,340.38,74.94,397.09,1.00,-1,-1
19,13,1317.01,463.60,54.57,196.70,1.00,-1,-1
19,15,1773.94,387.12,44.41,350.48,1.00,-1,-1
19,16,1810.49,444.89,59.47,172.30,1.00,-1,-1
19,18,1358.95,475.29,49.84,178.74,1.00,-1,-1
20,1,26.91,234.37,179.49,671.46,1.00,-1,-1
20,2,1331.33,464.31,72.29,197.74,1.00,-1,-1
20,4,1637.90,374.49,162.44,377.33,1.00,-1,-1
20,5,1293.45,542.59,49.93,121.53,1.00,-1,-1
20,6,308.88,465.65,89.01,240.10,1.00,-1,-1
20,7,1805.29,377.76,75.31,255.32,1.00,-1,-1
20,8,1851.51,337.23,75.06,405.33,1.00,-1,-1
20,13,1323.47,463.72,55.67,198.38,1.00,-1,-1
20,15,1757.21,397.95,46.80,347.15,1.00,-1,-1
20,16,1809.19,445.53,59.79,173.86,1.00,-1,-1
20,18,1358.97,477.14,49.60,176.34,1.00,-1,-1
21,1,27.80,235.65,184.68,669.35,1.00,-1,-1
21,2,1329.40,463.01,72.75,199.63,1.00,-1,-1
21,4,1635.22,375.54,158.94,377.60,1.00,-1,-1
21,5,1294.82,542.43,49.23,121.98,1.00,-1,-1
21,6,309.87,466.68,89.94,239.22,1.00,-1,-1
21,8,1851.66,340.15,74.64,410.49,1.00,-1,-1
21,13,1304.73,471.93,53.49,192.70,1.00,-1,-1
21,15,1751.87,400.96,49.62,347.81,1.00,-1,-1
21,16,1808.72,443.21,60.48,175.89,1.00,-1,-1
21,18,1367.92,481.57,46.59,164.82,1.00,-1,-1
22,1,28.48,237.31,190.16,667.82,1.00,-1,-1
22,2,1347.01,469.60,67.28,187.15,1.00,-1,-1
22,4,1636.46,376.36,155.67,376.28,1.00,-1,-1
22,5,1296.15,541.77,48.74,122.65,1.00,-1,-1
22,6,309.17,465.12,91.42,240.33,1.00,-1,-1
22,8,1850.91,339.29,74.71,417.43,1.00,-1,-1
22,13,1324.07,464.96,56.12,197.95,1.00,-1,-1
22,16,1806.46,443.38,60.46,176.20,1.00,-1,-1
22,18,1371.21,483.42,45.34,159.67,1.00,-1,-1
23,1,33.43,239.92,196.64,664.25,1.00,-1,-1
23,4,1637.29,378.32,153.95,376.31,1.00,-1,-1
23,5,1298.65,541.77,47.76,121.77,1.00,-1,-1
23,6,307.77,461.96,93.42,243.03,1.00,-1,-1
23,8,1849.54,336.75,75.02,424.40,1.00,-1,-1
23,13,1331.60,462.33,57.71,199.62,1.00,-1,-1
